2026-08-10 04:34:30 | team | sess_ac241d1c1838 | INFO | Team workspace directory ensured at /srv/jwteam_clone/shared/run_current
2026-08-10 04:34:30 | team | sess_ac241d1c1838 | INFO | AgentTeam manager initialized for jiuwen_team_sess_ac241d1c1838, member=team_leader
2026-08-10 04:34:30 | team | sess_ac241d1c1838 | INFO | [team_leader] TeamPolicyRail static sections: section_names=['team_role', 'team_workflow', 'team_swarmflow', 'team_lifecycle', 'team_persona']
2026-08-10 04:34:30 | team | sess_ac241d1c1838 | INFO | Session tables ready for session sess_ac241d1c1838
2026-08-10 04:34:30 | team | sess_ac241d1c1838 | INFO | Team database initialized
2026-08-10 04:34:30 | team | default_trace_id | INFO | Team workspace directory ensured at /srv/jwteam_clone/shared/run_current
2026-08-10 04:34:30 | team | default_trace_id | INFO | AgentTeam manager initialized for jiuwen_team_sess_ac241d1c1838, member=executor1
2026-08-10 04:34:30 | team | default_trace_id | INFO | [executor1] TeamPolicyRail static sections: section_names=['team_role', 'team_persona']
2026-08-10 04:34:30 | team | sess_ac241d1c1838 | INFO | [executor1] invoke start, role=teammate
2026-08-10 04:34:30 | team | sess_ac241d1c1838 | INFO | [executor1] coordination starting
2026-08-10 04:34:30 | team | sess_ac241d1c1838 | INFO | Session tables ready for session sess_ac241d1c1838
2026-08-10 04:34:30 | team | sess_ac241d1c1838 | INFO | Workspace /srv/jwteam_clone/shared/run_current initialized as plain shared directory (version_control disabled)
2026-08-10 04:34:30 | team | sess_ac241d1c1838 | INFO | EventBus[teammate] starting
2026-08-10 04:36:12 | team | sess_ac241d1c1838 | INFO | [executor1] HITT section refresh: human_agent_names=[]
2026-08-10 04:36:26 | team | sess_ac241d1c1838 | INFO | [executor1] processing 1 unread messages (steer=True)
2026-08-10 04:36:26 | team | sess_ac241d1c1838 | INFO | Message 1ff0f42e-d9dc-46ad-95c4-d0def8cc8d79 marked as read by executor1
2026-08-10 04:36:41 | team | sess_ac241d1c1838 | INFO | Message 57d9fc03-edc7-4953-a785-b448e42eb44a created
2026-08-10 04:38:00 | team | sess_ac241d1c1838 | INFO | task list drained for team jiuwen_team_sess_ac241d1c1838: 4 terminal task(s)
2026-08-10 04:38:44 | team | sess_ac241d1c1838 | INFO | task list drained for team jiuwen_team_sess_ac241d1c1838: 5 terminal task(s)
2026-08-10 04:39:41 | team | sess_ac241d1c1838 | INFO | [executor1] processing 1 unread messages (steer=True)
2026-08-10 04:39:41 | team | sess_ac241d1c1838 | INFO | Message 84bff0d7-0230-49fa-b050-5f708367b394 marked as read by executor1
2026-08-10 04:40:20 | team | sess_ac241d1c1838 | INFO | team jiuwen_team_sess_ac241d1c1838 reported completed: 9 members, 5 tasks
2026-08-10 04:40:20 | team | sess_ac241d1c1838 | INFO | [executor1] received TEAM_STANDBY, pausing polls
2026-08-10 04:40:20 | team | sess_ac241d1c1838 | INFO | EventBus[teammate] pausing polls
