2026-08-10 01:22:01 | team | sess_eee1cbd477d2 | INFO | Team workspace directory ensured at /srv/jwteam_clone/shared/run_current
2026-08-10 01:22:01 | team | sess_eee1cbd477d2 | INFO | AgentTeam manager initialized for jiuwen_team_sess_eee1cbd477d2, member=team_leader
2026-08-10 01:22:01 | team | sess_eee1cbd477d2 | INFO | [team_leader] TeamPolicyRail static sections: section_names=['team_role', 'team_workflow', 'team_swarmflow', 'team_lifecycle', 'team_persona']
2026-08-10 01:22:01 | team | sess_eee1cbd477d2 | INFO | Session tables ready for session sess_eee1cbd477d2
2026-08-10 01:22:01 | team | sess_eee1cbd477d2 | INFO | Team database initialized
2026-08-10 01:22:01 | team | default_trace_id | INFO | Team workspace directory ensured at /srv/jwteam_clone/shared/run_current
2026-08-10 01:22:01 | team | default_trace_id | INFO | AgentTeam manager initialized for jiuwen_team_sess_eee1cbd477d2, member=executor1
2026-08-10 01:22:01 | team | default_trace_id | INFO | [executor1] TeamPolicyRail static sections: section_names=['team_role', 'team_persona']
2026-08-10 01:22:01 | team | sess_eee1cbd477d2 | INFO | [executor1] invoke start, role=teammate
2026-08-10 01:22:01 | team | sess_eee1cbd477d2 | INFO | [executor1] coordination starting
2026-08-10 01:22:01 | team | sess_eee1cbd477d2 | INFO | Session tables ready for session sess_eee1cbd477d2
2026-08-10 01:22:01 | team | sess_eee1cbd477d2 | INFO | Workspace /srv/jwteam_clone/shared/run_current initialized as plain shared directory (version_control disabled)
2026-08-10 01:22:01 | team | sess_eee1cbd477d2 | INFO | EventBus[teammate] starting
2026-08-10 01:22:17 | team | sess_eee1cbd477d2 | INFO | [executor1] HITT section refresh: human_agent_names=[]
2026-08-10 01:22:27 | team | sess_eee1cbd477d2 | INFO | [executor1] processing 1 unread messages (steer=True)
2026-08-10 01:22:27 | team | sess_eee1cbd477d2 | INFO | Message 319b0284-abd0-4c0a-a5e0-4dff0ad6cb7a marked as read by executor1
2026-08-10 01:22:50 | team | sess_eee1cbd477d2 | INFO | Message 0bb1f1c4-6467-41db-bc74-c97ef660755b created
2026-08-10 01:23:10 | team | sess_eee1cbd477d2 | INFO | [executor1] processing 1 unread messages (steer=True)
2026-08-10 01:23:10 | team | sess_eee1cbd477d2 | INFO | Message 0cc7ef2a-e1b0-452e-bbfb-1d2319f1ef06 marked as read by executor1
2026-08-10 01:23:20 | team | sess_eee1cbd477d2 | INFO | Message 5542dc3f-949f-42bc-bebd-c8a199f7a78c created
2026-08-10 01:29:04 | team | sess_eee1cbd477d2 | INFO | task list drained for team jiuwen_team_sess_eee1cbd477d2: 3 terminal task(s)
2026-08-10 01:29:21 | team | sess_eee1cbd477d2 | INFO | [executor1] processing 1 unread messages (steer=True)
2026-08-10 01:29:22 | team | sess_eee1cbd477d2 | INFO | Message 5e18e404-7985-4bec-b9d1-e8f4540645e0 marked as read by executor1
2026-08-10 01:29:36 | team | sess_eee1cbd477d2 | INFO | team jiuwen_team_sess_eee1cbd477d2 reported completed: 9 members, 3 tasks
2026-08-10 01:29:36 | team | sess_eee1cbd477d2 | INFO | [executor1] received TEAM_STANDBY, pausing polls
2026-08-10 01:29:36 | team | sess_eee1cbd477d2 | INFO | EventBus[teammate] pausing polls
