2026-08-09 23:33:03 | team | sess_38a8d5678370 | INFO | Team workspace directory ensured at /srv/jwteam_clone/shared/run_current
2026-08-09 23:33:03 | team | sess_38a8d5678370 | INFO | AgentTeam manager initialized for jiuwen_team_sess_38a8d5678370, member=team_leader
2026-08-09 23:33:03 | team | sess_38a8d5678370 | INFO | [team_leader] TeamPolicyRail static sections: section_names=['team_role', 'team_workflow', 'team_swarmflow', 'team_lifecycle', 'team_persona']
2026-08-09 23:33:03 | team | sess_38a8d5678370 | INFO | Session tables ready for session sess_38a8d5678370
2026-08-09 23:33:03 | team | sess_38a8d5678370 | INFO | Team database initialized
2026-08-09 23:33:03 | team | default_trace_id | INFO | Team workspace directory ensured at /srv/jwteam_clone/shared/run_current
2026-08-09 23:33:03 | team | default_trace_id | INFO | AgentTeam manager initialized for jiuwen_team_sess_38a8d5678370, member=executor1
2026-08-09 23:33:03 | team | default_trace_id | INFO | [executor1] TeamPolicyRail static sections: section_names=['team_role', 'team_persona']
2026-08-09 23:33:03 | team | sess_38a8d5678370 | INFO | [executor1] invoke start, role=teammate
2026-08-09 23:33:03 | team | sess_38a8d5678370 | INFO | [executor1] coordination starting
2026-08-09 23:33:03 | team | sess_38a8d5678370 | INFO | Session tables ready for session sess_38a8d5678370
2026-08-09 23:33:03 | team | sess_38a8d5678370 | INFO | Workspace /srv/jwteam_clone/shared/run_current initialized as plain shared directory (version_control disabled)
2026-08-09 23:33:03 | team | sess_38a8d5678370 | INFO | EventBus[teammate] starting
2026-08-09 23:33:29 | team | sess_38a8d5678370 | INFO | [executor1] HITT section refresh: human_agent_names=[]
2026-08-09 23:33:40 | team | sess_38a8d5678370 | INFO | [executor1] processing 1 unread messages (steer=True)
2026-08-09 23:33:40 | team | sess_38a8d5678370 | INFO | Message 80deac90-9bb8-4483-bdab-6163b3437c4c marked as read by executor1
2026-08-09 23:37:46 | team | sess_38a8d5678370 | INFO | task list drained for team jiuwen_team_sess_38a8d5678370: 5 terminal task(s)
2026-08-09 23:37:58 | team | sess_38a8d5678370 | INFO | [executor1] processing 1 unread messages (steer=True)
2026-08-09 23:37:58 | team | sess_38a8d5678370 | INFO | Message 47e4177b-6664-4003-980e-1e66c19f6fd1 marked as read by executor1
2026-08-09 23:38:37 | team | sess_38a8d5678370 | INFO | team jiuwen_team_sess_38a8d5678370 reported completed: 9 members, 5 tasks
2026-08-09 23:38:37 | team | sess_38a8d5678370 | INFO | [executor1] received TEAM_STANDBY, pausing polls
2026-08-09 23:38:37 | team | sess_38a8d5678370 | INFO | EventBus[teammate] pausing polls
